"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[902]",0.25,0,0.2,-0.23,0.14,0.28,0.4,0.55,20146.46,1
"log_lik[903]",0.64,0,0.07,0.51,0.58,0.64,0.69,0.78,15851.82,1
"log_lik[904]",0.3,0,0.12,0.04,0.23,0.31,0.38,0.49,25516.38,1
"log_lik[905]",0.03,0,0.11,-0.2,-0.03,0.04,0.11,0.22,19768.9,1
"log_lik[906]",-0.55,0,0.15,-0.85,-0.64,-0.54,-0.45,-0.28,23794.3,1
"log_lik[907]",-0.25,0,0.08,-0.44,-0.31,-0.25,-0.19,-0.1,23005.41,1
"log_lik[908]",-0.73,0,0.16,-1.08,-0.84,-0.72,-0.62,-0.43,27848.02,1
"log_lik[909]",-1.35,0,0.29,-1.96,-1.54,-1.34,-1.15,-0.82,22409.76,1
"log_lik[910]",0.21,0,0.22,-0.27,0.07,0.22,0.36,0.58,19578.79,1
"log_lik[911]",0.83,0,0.06,0.71,0.79,0.84,0.88,0.95,21656.22,1
"log_lik[912]",0.57,0,0.08,0.41,0.52,0.57,0.62,0.7,20500.25,1
"log_lik[913]",-0.93,0,0.27,-1.53,-1.1,-0.91,-0.74,-0.46,19745.79,1
"log_lik[914]",-2.52,0,0.44,-3.46,-2.81,-2.5,-2.21,-1.72,24948.15,1
"log_lik[915]",-0.14,0,0.07,-0.28,-0.19,-0.14,-0.1,-0.02,20563.99,1
"log_lik[916]",-0.08,0,0.06,-0.21,-0.12,-0.08,-0.04,0.04,20463.79,1
"log_lik[917]",-0.57,0,0.22,-1.07,-0.71,-0.55,-0.41,-0.22,22703.32,1
"log_lik[918]",0.61,0,0.12,0.32,0.54,0.62,0.7,0.81,17862.2,1
"log_lik[919]",0.84,0,0.06,0.71,0.8,0.84,0.88,0.96,20487.41,1
"log_lik[920]",0.11,0,0.15,-0.22,0.02,0.13,0.22,0.37,26201.78,1
"log_lik[921]",0.25,0,0.07,0.11,0.21,0.25,0.29,0.37,20595.09,1
"log_lik[922]",-0.26,0,0.12,-0.5,-0.33,-0.25,-0.18,-0.05,24066.01,1
"log_lik[923]",-0.83,0,0.17,-1.19,-0.94,-0.82,-0.72,-0.53,28090.11,1
"log_lik[924]",-1.07,0,0.23,-1.58,-1.22,-1.05,-0.91,-0.67,28005.22,1
"log_lik[925]",-0.73,0,0.25,-1.29,-0.89,-0.7,-0.55,-0.32,23016.28,1
"log_lik[926]",0.61,0,0.12,0.32,0.54,0.62,0.7,0.81,17862.2,1
"log_lik[927]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[928]",0.56,0,0.08,0.39,0.51,0.56,0.61,0.7,20726.32,1
"log_lik[929]",0.3,0,0.06,0.17,0.26,0.3,0.34,0.42,20470.75,1
"log_lik[930]",-0.64,0,0.16,-0.97,-0.74,-0.63,-0.53,-0.36,23716.47,1
"log_lik[931]",-0.35,0,0.12,-0.6,-0.42,-0.34,-0.27,-0.15,29220.84,1
"log_lik[932]",-0.07,0,0.07,-0.21,-0.11,-0.07,-0.03,0.05,22577.92,1
"log_lik[933]",0.03,0,0.08,-0.14,-0.01,0.04,0.09,0.17,19810.1,1
"log_lik[934]",0.66,0,0.1,0.43,0.61,0.67,0.73,0.82,16674.96,1
"log_lik[935]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[936]",0.44,0,0.11,0.21,0.37,0.45,0.51,0.62,22691.44,1
"log_lik[937]",0.19,0,0.1,-0.02,0.13,0.19,0.25,0.36,18711.03,1
"log_lik[938]",-1.8,0,0.28,-2.38,-1.98,-1.79,-1.61,-1.3,23340.42,1
"log_lik[939]",-0.67,0,0.15,-0.99,-0.77,-0.66,-0.57,-0.4,28572.81,1
"log_lik[940]",-0.2,0,0.1,-0.41,-0.26,-0.19,-0.13,-0.02,28747.11,1
"log_lik[941]",-0.25,0,0.15,-0.59,-0.34,-0.23,-0.14,-0.01,21680.33,1
"log_lik[942]",0.39,0,0.16,0.01,0.31,0.42,0.51,0.63,19813.83,1
"log_lik[943]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[944]",-3.55,0,0.72,-5.08,-4.02,-3.51,-3.05,-2.28,25455.32,1
"log_lik[945]",-0.43,0,0.19,-0.85,-0.55,-0.41,-0.29,-0.1,19605.54,1
"log_lik[946]",0.04,0,0.08,-0.12,-0.01,0.05,0.09,0.18,23182.5,1
"log_lik[947]",-0.07,0,0.06,-0.2,-0.11,-0.07,-0.03,0.05,20755.78,1
"log_lik[948]",-7.98,0.01,1.23,-10.55,-8.77,-7.91,-7.12,-5.75,28699.72,1
"log_lik[949]",-0.02,0,0.12,-0.27,-0.09,-0.01,0.07,0.18,23229.94,1
"log_lik[950]",0.59,0,0.09,0.38,0.55,0.6,0.65,0.74,17933.56,1
"log_lik[951]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[952]",0.22,0,0.14,-0.07,0.13,0.23,0.32,0.47,23942.84,1
"log_lik[953]",0.2,0,0.09,0,0.14,0.21,0.27,0.37,18741.7,1
"log_lik[954]",-0.84,0,0.2,-1.27,-0.97,-0.83,-0.7,-0.5,24344.03,1
"log_lik[955]",-2.32,0,0.41,-3.18,-2.58,-2.3,-2.04,-1.59,28893.2,1
"log_lik[956]",-0.08,0,0.06,-0.21,-0.12,-0.08,-0.04,0.04,20463.79,1
"log_lik[957]",-0.07,0,0.11,-0.31,-0.13,-0.06,0,0.1,20629.36,1
"log_lik[958]",0.4,0,0.18,-0.01,0.29,0.41,0.53,0.7,19107.67,1
"log_lik[959]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[960]",0.22,0,0.07,0.07,0.18,0.22,0.27,0.35,20380.43,1
"log_lik[961]",-0.16,0,0.1,-0.38,-0.22,-0.15,-0.09,0.03,23938.96,1
"log_lik[962]",-0.06,0,0.07,-0.2,-0.11,-0.06,-0.02,0.06,22665.57,1
"log_lik[963]",-0.23,0,0.08,-0.41,-0.28,-0.22,-0.17,-0.08,21658.55,1
"log_lik[964]",0.06,0,0.07,-0.1,0.01,0.06,0.11,0.19,19715.62,1
"log_lik[965]",0.3,0,0.19,-0.15,0.2,0.33,0.44,0.58,20057.47,1
"log_lik[966]",0.81,0,0.06,0.69,0.77,0.81,0.85,0.93,22275.73,1
"log_lik[967]",0.56,0,0.08,0.39,0.51,0.56,0.61,0.7,20726.32,1
"log_lik[968]",-0.01,0,0.12,-0.27,-0.08,0,0.07,0.18,19736.5,1
"log_lik[969]",0.06,0,0.07,-0.09,0.01,0.06,0.11,0.19,22844.08,1
"log_lik[970]",-0.23,0,0.1,-0.45,-0.3,-0.23,-0.16,-0.06,28908.83,1
"log_lik[971]",-1.07,0,0.23,-1.58,-1.22,-1.05,-0.91,-0.67,28005.22,1
"log_lik[972]",-0.71,0,0.22,-1.17,-0.85,-0.7,-0.55,-0.31,22598.59,1
"log_lik[973]",-0.2,0,0.32,-0.94,-0.39,-0.16,0.03,0.31,20489.79,1
"log_lik[974]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[975]",0.58,0,0.07,0.44,0.54,0.59,0.63,0.71,20067.14,1
"log_lik[976]",0.26,0,0.07,0.12,0.22,0.26,0.3,0.38,20662.25,1
"log_lik[977]",-2.69,0,0.37,-3.47,-2.93,-2.67,-2.43,-2.01,23351.44,1
"log_lik[978]",-0.08,0,0.07,-0.23,-0.13,-0.07,-0.03,0.06,25182.68,1
"log_lik[979]",-0.08,0,0.06,-0.21,-0.12,-0.08,-0.04,0.04,20463.79,1
"log_lik[980]",-0.29,0,0.16,-0.64,-0.39,-0.28,-0.17,0,22950.79,1
"log_lik[981]",0.21,0,0.22,-0.27,0.07,0.22,0.36,0.58,19578.79,1
"log_lik[982]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[983]",0.59,0,0.07,0.45,0.54,0.59,0.63,0.71,19919.97,1
"log_lik[984]",0.29,0,0.06,0.16,0.25,0.29,0.33,0.41,20671.54,1
"log_lik[985]",-0.3,0,0.12,-0.56,-0.38,-0.3,-0.22,-0.08,24028.27,1
"log_lik[986]",-0.35,0,0.12,-0.6,-0.43,-0.35,-0.27,-0.15,29221.49,1
"log_lik[987]",-0.08,0,0.06,-0.21,-0.12,-0.08,-0.04,0.04,20463.79,1
"log_lik[988]",-0.16,0,0.14,-0.47,-0.25,-0.15,-0.06,0.09,23097.27,1
"log_lik[989]",0.21,0,0.22,-0.27,0.07,0.22,0.36,0.58,19578.79,1
"log_lik[990]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[991]",-0.21,0,0.21,-0.66,-0.34,-0.19,-0.06,0.15,26334.12,1
"log_lik[992]",0.28,0,0.06,0.15,0.24,0.28,0.32,0.4,20713.56,1
"log_lik[993]",-0.27,0,0.11,-0.51,-0.34,-0.26,-0.19,-0.08,22825.3,1
"log_lik[994]",-0.93,0,0.18,-1.31,-1.04,-0.92,-0.81,-0.61,27798.69,1
"log_lik[995]",-2.18,0,0.41,-3.05,-2.44,-2.15,-1.9,-1.47,29001.49,1
"log_lik[996]",-1.08,0,0.32,-1.79,-1.28,-1.05,-0.85,-0.55,23379.81,1
"log_lik[997]",0.3,0,0.19,-0.15,0.2,0.33,0.44,0.58,20057.47,1
"log_lik[998]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[999]",0.29,0,0.17,-0.07,0.18,0.3,0.41,0.61,19570.33,1
"log_lik[1000]",-0.92,0,0.3,-1.55,-1.1,-0.9,-0.71,-0.39,18402.86,1
"log_lik[1001]",-0.53,0,0.17,-0.89,-0.64,-0.52,-0.41,-0.22,22600.16,1
"log_lik[1002]",0.12,0,0.06,-0.01,0.08,0.12,0.16,0.24,20932.33,1
"log_lik[1003]",-0.07,0,0.09,-0.27,-0.13,-0.07,-0.01,0.08,22460.74,1
"log_lik[1004]",0.22,0,0.09,0.01,0.17,0.23,0.28,0.37,19120.18,1
"log_lik[1005]",0.45,0,0.21,-0.05,0.32,0.48,0.6,0.77,19906.96,1
"log_lik[1006]",1.09,0,0.06,0.96,1.05,1.09,1.13,1.2,19655.02,1
"log_lik[1007]",0.21,0,0.2,-0.24,0.1,0.23,0.35,0.53,19807.9,1
"log_lik[1008]",-0.5,0,0.23,-1,-0.64,-0.48,-0.33,-0.09,17988.49,1
"log_lik[1009]",-0.16,0,0.13,-0.43,-0.23,-0.15,-0.07,0.06,22221.39,1
"log_lik[1010]",-0.98,0,0.21,-1.43,-1.12,-0.97,-0.84,-0.6,25487.5,1
"log_lik[1011]",-1.16,0,0.27,-1.74,-1.33,-1.14,-0.97,-0.68,27969.67,1
"log_lik[1012]",-0.27,0,0.21,-0.75,-0.4,-0.25,-0.12,0.07,20953.94,1
"log_lik[1013]",0.85,0,0.11,0.59,0.79,0.86,0.92,1.02,16345.17,1
"log_lik[1014]",1.08,0,0.06,0.96,1.04,1.09,1.13,1.2,20124.27,1
"log_lik[1015]",0.66,0,0.1,0.43,0.6,0.67,0.73,0.82,20213,1
"log_lik[1016]",-0.07,0,0.17,-0.44,-0.17,-0.06,0.05,0.21,17513.7,1
"log_lik[1017]",0.01,0,0.11,-0.21,-0.05,0.02,0.09,0.21,24158.64,1
"log_lik[1018]",-0.92,0,0.2,-1.36,-1.05,-0.91,-0.78,-0.56,25664.75,1
"log_lik[1019]",-1.33,0,0.25,-1.85,-1.49,-1.32,-1.16,-0.88,25773.26,1
"log_lik[1020]",-0.3,0,0.21,-0.74,-0.43,-0.28,-0.15,0.07,20053.93,1
"log_lik[1021]",0.38,0,0.23,-0.16,0.24,0.41,0.55,0.73,19909.37,1
"log_lik[1022]",1.07,0,0.06,0.95,1.03,1.07,1.11,1.18,21463.15,1
"log_lik[1023]",0.68,0,0.11,0.43,0.6,0.68,0.76,0.88,18325.27,1
"log_lik[1024]",0.46,0,0.08,0.29,0.41,0.47,0.52,0.6,18487.1,1
"log_lik[1025]",0.14,0,0.09,-0.04,0.09,0.15,0.21,0.3,24594.29,1
"log_lik[1026]",-0.89,0,0.2,-1.31,-1.02,-0.87,-0.75,-0.53,25785.57,1
"log_lik[1027]",-0.03,0,0.1,-0.25,-0.09,-0.02,0.04,0.15,27198.92,1
"log_lik[1028]",0.29,0,0.07,0.16,0.25,0.3,0.34,0.42,17776.64,1
"log_lik[1029]",0.39,0,0.23,-0.11,0.25,0.42,0.56,0.78,19376.09,1
"log_lik[1030]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1031]",0.68,0,0.11,0.43,0.61,0.69,0.76,0.88,18305.4,1
"log_lik[1032]",0.21,0,0.12,-0.05,0.14,0.22,0.29,0.41,17239.94,1
"log_lik[1033]",-0.03,0,0.11,-0.27,-0.1,-0.02,0.05,0.17,23991.89,1
"log_lik[1034]",-0.74,0,0.18,-1.13,-0.85,-0.72,-0.61,-0.41,26323.3,1
"log_lik[1035]",0.12,0,0.06,-0.01,0.08,0.12,0.16,0.24,20210.57,1
"log_lik[1036]",0.3,0,0.08,0.11,0.25,0.3,0.35,0.44,19269.8,1
"log_lik[1037]",0.71,0,0.16,0.34,0.62,0.73,0.83,0.96,18412.2,1
"log_lik[1038]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1039]",0.68,0,0.09,0.46,0.62,0.69,0.74,0.83,20309.74,1
"log_lik[1040]",0.23,0,0.11,-0.01,0.17,0.25,0.31,0.42,17242.06,1
"log_lik[1041]",0.05,0,0.1,-0.17,-0.02,0.05,0.12,0.23,24292.17,1
"log_lik[1042]",0.07,0,0.06,-0.06,0.03,0.07,0.12,0.19,18026.61,1
"log_lik[1043]",-0.39,0,0.15,-0.7,-0.48,-0.37,-0.28,-0.14,26472.8,1
"log_lik[1044]",0.31,0,0.07,0.17,0.27,0.32,0.36,0.44,18068.91,1
"log_lik[1045]",0,0,0.29,-0.61,-0.18,0.02,0.2,0.5,19851.11,1
"log_lik[1046]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1047]",0.41,0,0.16,0.07,0.31,0.42,0.52,0.69,19297.41,1
"log_lik[1048]",0.46,0,0.07,0.31,0.41,0.46,0.5,0.58,18528.09,1
"log_lik[1049]",-0.1,0,0.12,-0.36,-0.18,-0.09,-0.01,0.12,23725.21,1
"log_lik[1050]",-0.47,0,0.15,-0.8,-0.57,-0.46,-0.36,-0.2,27453.5,1
"log_lik[1051]",-0.44,0,0.15,-0.77,-0.54,-0.43,-0.34,-0.17,28229.01,1
"log_lik[1052]",0.2,0,0.12,-0.05,0.13,0.22,0.29,0.4,19932.48,1
"log_lik[1053]",-0.72,0,0.48,-1.77,-1.02,-0.68,-0.38,0.09,20078.34,1
"log_lik[1054]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1055]",0.55,0,0.14,0.26,0.47,0.56,0.65,0.8,18883.31,1
"log_lik[1056]",0.17,0,0.12,-0.1,0.1,0.18,0.26,0.38,17253.42,1
"log_lik[1057]",0.26,0,0.06,0.13,0.22,0.27,0.31,0.38,22624.14,1
"log_lik[1058]",-0.54,0,0.16,-0.89,-0.65,-0.53,-0.43,-0.26,27114.54,1
"log_lik[1059]",-0.38,0,0.15,-0.69,-0.47,-0.37,-0.28,-0.12,28373.23,1
"log_lik[1060]",-0.54,0,0.24,-1.05,-0.7,-0.53,-0.37,-0.11,20070.93,1
"log_lik[1061]",0.66,0,0.15,0.31,0.58,0.68,0.76,0.87,19912.06,1
"log_lik[1062]",1.08,0,0.06,0.96,1.04,1.08,1.12,1.19,20828.4,1
"log_lik[1063]",0.8,0,0.08,0.63,0.75,0.81,0.86,0.95,17462.92,1
"log_lik[1064]",-1.72,0,0.35,-2.45,-1.94,-1.71,-1.48,-1.09,18113.18,1
"log_lik[1065]",-0.49,0,0.18,-0.87,-0.59,-0.47,-0.36,-0.18,23533.82,1
"log_lik[1066]",-0.13,0,0.1,-0.35,-0.2,-0.13,-0.06,0.04,21413.75,1
"log_lik[1067]",0.12,0,0.06,-0.02,0.07,0.12,0.16,0.24,20962.04,1
"log_lik[1068]",-1.16,0,0.39,-2,-1.4,-1.12,-0.88,-0.51,21715.11,1
"log_lik[1069]",0.77,0,0.14,0.44,0.69,0.79,0.87,0.99,17682.88,1
"log_lik[1070]",1.04,0,0.06,0.93,1,1.04,1.08,1.15,21884.37,1
"log_lik[1071]",-0.15,0,0.23,-0.63,-0.3,-0.14,0.01,0.26,20780.83,1
"log_lik[1072]",0.38,0,0.1,0.17,0.32,0.39,0.45,0.55,17539.09,1
"log_lik[1073]",-0.07,0,0.11,-0.31,-0.13,-0.06,0.01,0.13,21679.68,1
"log_lik[1074]",-0.44,0,0.15,-0.77,-0.54,-0.43,-0.33,-0.18,24644.26,1
"log_lik[1075]",-4.19,0,0.7,-5.67,-4.64,-4.15,-3.7,-2.9,27035.26,1
"log_lik[1076]",0.3,0,0.08,0.11,0.25,0.3,0.35,0.44,19233.29,1
"log_lik[1077]",0.24,0,0.27,-0.37,0.08,0.27,0.43,0.66,19920.32,1
"log_lik[1078]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1079]",0.23,0,0.18,-0.15,0.11,0.24,0.36,0.56,19705.69,1
"log_lik[1080]",-3.91,0,0.71,-5.38,-4.37,-3.88,-3.41,-2.63,20231.75,1
"log_lik[1081]",-0.24,0,0.14,-0.55,-0.33,-0.23,-0.15,0,22651.81,1
"log_lik[1082]",0.04,0,0.07,-0.1,0,0.05,0.09,0.17,18331.57,1
"log_lik[1083]",0.05,0,0.09,-0.14,0,0.06,0.11,0.2,25578.23,1
"log_lik[1084]",0.16,0,0.13,-0.12,0.08,0.17,0.25,0.38,19989.9,1
"log_lik[1085]",0.48,0,0.21,0,0.35,0.5,0.63,0.83,19267.62,1
"log_lik[1086]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1087]",0.4,0,0.16,0.06,0.29,0.41,0.51,0.69,19324.82,1
"log_lik[1088]",0.2,0,0.13,-0.07,0.12,0.21,0.29,0.42,16819.51,1
"log_lik[1089]",0.24,0,0.06,0.12,0.2,0.24,0.28,0.36,19768.57,1
"log_lik[1090]",-0.44,0,0.15,-0.76,-0.54,-0.43,-0.33,-0.17,27578.25,1
"log_lik[1091]",0.02,0,0.07,-0.14,-0.03,0.02,0.07,0.15,20146.82,1
"log_lik[1092]",-0.91,0,0.34,-1.66,-1.12,-0.88,-0.67,-0.34,21570.94,1
"log_lik[1093]",-1.91,0,0.7,-3.43,-2.36,-1.86,-1.41,-0.68,20080.05,1
"log_lik[1094]",1.09,0,0.07,0.95,1.04,1.09,1.13,1.21,17726.59,1
"log_lik[1095]",0.8,0,0.08,0.63,0.75,0.81,0.86,0.95,17462.92,1
"log_lik[1096]",-0.38,0,0.22,-0.84,-0.51,-0.36,-0.23,0,17858.12,1
"log_lik[1097]",-0.67,0,0.19,-1.07,-0.79,-0.66,-0.55,-0.34,22377.08,1
"log_lik[1098]",0.07,0,0.06,-0.06,0.03,0.08,0.12,0.19,18037.68,1
"log_lik[1099]",-2.22,0,0.43,-3.13,-2.49,-2.2,-1.92,-1.45,27678.47,1
"log_lik[1100]",-1.57,0,0.36,-2.34,-1.81,-1.56,-1.33,-0.92,20285.97,1
"log_lik[1101]",0.3,0,0.24,-0.23,0.15,0.32,0.47,0.71,19498.38,1
"log_lik[1102]",1.05,0,0.06,0.94,1.02,1.06,1.09,1.16,21967.97,1
"log_lik[1103]",0.67,0,0.12,0.42,0.59,0.68,0.75,0.88,18378.07,1
"log_lik[1104]",-0.14,0,0.18,-0.53,-0.25,-0.13,-0.02,0.16,17592.66,1
"log_lik[1105]",-0.07,0,0.12,-0.32,-0.14,-0.06,0.02,0.14,23848.16,1
"log_lik[1106]",-0.26,0,0.12,-0.53,-0.34,-0.25,-0.17,-0.05,23079.29,1
"log_lik[1107]",-1.63,0,0.28,-2.21,-1.81,-1.62,-1.43,-1.12,25161.98,1
"log_lik[1108]",0.31,0,0.08,0.14,0.26,0.31,0.36,0.44,18961.36,1
"log_lik[1109]",0.25,0,0.25,-0.29,0.1,0.27,0.43,0.68,19555.77,1
"log_lik[1110]",1.03,0,0.06,0.92,1,1.03,1.07,1.14,21690.53,1
"log_lik[1111]",0.8,0,0.08,0.63,0.75,0.81,0.86,0.95,17461.9,1
"log_lik[1112]",0.14,0,0.13,-0.15,0.06,0.15,0.23,0.36,17276.17,1
"log_lik[1113]",0.17,0,0.07,0.02,0.13,0.18,0.22,0.3,19119.85,1
"log_lik[1114]",-0.16,0,0.1,-0.39,-0.22,-0.15,-0.08,0.02,21771.69,1
"log_lik[1115]",-0.04,0,0.08,-0.22,-0.09,-0.03,0.02,0.11,21564.91,1
"log_lik[1116]",-0.81,0,0.32,-1.51,-1.01,-0.78,-0.58,-0.27,21500.74,1
"log_lik[1117]",0.59,0,0.19,0.17,0.48,0.62,0.73,0.9,18920.27,1
"log_lik[1118]",1.07,0,0.06,0.95,1.03,1.07,1.11,1.17,21784.2,1
"log_lik[1119]",0.75,0,0.07,0.59,0.71,0.76,0.8,0.88,20181.15,1
"log_lik[1120]",0.34,0,0.09,0.13,0.28,0.34,0.4,0.49,17412.52,1
"log_lik[1121]",-0.02,0,0.11,-0.26,-0.09,-0.01,0.06,0.18,24028.99,1
"log_lik[1122]",0.08,0,0.08,-0.09,0.03,0.08,0.13,0.22,25471.18,1
"log_lik[1123]",-0.85,0,0.22,-1.33,-0.99,-0.83,-0.69,-0.46,27879.48,1
"log_lik[1124]",0.26,0,0.1,0.03,0.2,0.27,0.33,0.42,19772.89,1
"log_lik[1125]",0.81,0,0.13,0.52,0.74,0.83,0.9,1.01,16961.7,1
"log_lik[1126]",1.09,0,0.06,0.96,1.05,1.09,1.13,1.21,19241.02,1
"log_lik[1127]",0.83,0,0.07,0.69,0.78,0.83,0.87,0.95,17606.73,1
"log_lik[1128]",0.51,0,0.06,0.38,0.47,0.51,0.56,0.63,20063.2,1
"log_lik[1129]",0.12,0,0.08,-0.06,0.07,0.12,0.17,0.26,19890.02,1
"log_lik[1130]",-0.68,0,0.18,-1.06,-0.79,-0.67,-0.55,-0.36,26545.22,1
"log_lik[1131]",0.09,0,0.06,-0.04,0.05,0.09,0.13,0.21,18541.06,1
"log_lik[1132]",0.31,0,0.06,0.18,0.27,0.31,0.35,0.43,17587.4,1
"log_lik[1133]",0.87,0,0.1,0.64,0.82,0.88,0.94,1.02,15905.79,1
"log_lik[1134]",1,0,0.05,0.89,0.96,0.99,1.03,1.11,19838.39,1
"log_lik[1135]",0.75,0,0.1,0.54,0.69,0.76,0.82,0.92,17787.57,1
"log_lik[1136]",0.17,0,0.12,-0.1,0.1,0.18,0.26,0.38,17253.42,1
"log_lik[1137]",-0.27,0,0.14,-0.57,-0.36,-0.26,-0.17,-0.02,23184.44,1
"log_lik[1138]",-0.04,0,0.08,-0.22,-0.09,-0.03,0.02,0.11,19813.88,1
"log_lik[1139]",-3.78,0,0.51,-4.83,-4.11,-3.75,-3.43,-2.84,23191.16,1
"log_lik[1140]",0.31,0,0.07,0.16,0.27,0.32,0.36,0.44,18501.66,1
"log_lik[1141]",0.85,0,0.11,0.58,0.78,0.86,0.92,1.02,16380.05,1
"log_lik[1142]",1.06,0,0.09,0.86,1,1.06,1.12,1.22,13900.34,1
"log_lik[1143]",-0.59,0,0.27,-1.14,-0.76,-0.58,-0.4,-0.12,21601.78,1
"log_lik[1144]",0.16,0,0.12,-0.11,0.08,0.17,0.25,0.38,16731.66,1
"log_lik[1145]",-0.29,0,0.13,-0.58,-0.38,-0.28,-0.2,-0.05,23435.78,1
"log_lik[1146]",-0.38,0,0.13,-0.66,-0.46,-0.37,-0.28,-0.15,28395.75,1
"log_lik[1147]",0.08,0,0.06,-0.04,0.04,0.09,0.13,0.2,20367.22,1
"log_lik[1148]",-0.93,0,0.31,-1.62,-1.11,-0.9,-0.71,-0.41,22764.56,1
"log_lik[1149]",-0.5,0,0.45,-1.49,-0.78,-0.45,-0.17,0.24,21171.53,1
"log_lik[1150]",1.06,0,0.09,0.86,1,1.06,1.12,1.22,13900.34,1
"log_lik[1151]",0.59,0,0.11,0.34,0.52,0.6,0.67,0.79,20466.08,1
"log_lik[1152]",0.44,0,0.06,0.31,0.4,0.45,0.49,0.56,20338.12,1
"log_lik[1153]",0.21,0,0.06,0.08,0.17,0.21,0.25,0.33,21288.66,1
"log_lik[1154]",0.08,0,0.06,-0.04,0.04,0.09,0.13,0.2,20754.23,1
"log_lik[1155]",-1.47,0,0.31,-2.13,-1.66,-1.45,-1.26,-0.93,26764.25,1
"log_lik[1156]",0.09,0,0.11,-0.17,0.03,0.11,0.17,0.27,20871.62,1
"log_lik[1157]",-0.18,0,0.32,-0.85,-0.39,-0.16,0.04,0.38,21065.42,1
"log_lik[1158]",1.02,0,0.07,0.87,0.97,1.03,1.08,1.16,15994.86,1
"log_lik[1159]",0.69,0,0.09,0.48,0.63,0.7,0.75,0.85,20377.53,1
"log_lik[1160]",0.46,0,0.07,0.32,0.42,0.46,0.51,0.58,19779.77,1
"log_lik[1161]",0.23,0,0.07,0.09,0.19,0.23,0.27,0.35,22458.41,1
"log_lik[1162]",-1.78,0,0.33,-2.47,-1.99,-1.76,-1.54,-1.17,27616.92,1
"log_lik[1163]",-2.51,0,0.45,-3.47,-2.79,-2.48,-2.19,-1.69,26491.87,1
"log_lik[1164]",0.27,0,0.08,0.1,0.22,0.28,0.32,0.41,21698.64,1
"log_lik[1165]",-1.4,0,0.63,-2.76,-1.8,-1.35,-0.95,-0.34,21376.01,1
"log_lik[1166]",1.05,0,0.07,0.91,1,1.05,1.1,1.18,17634.8,1
"log_lik[1167]",0.73,0,0.08,0.54,0.68,0.73,0.78,0.87,20323.17,1
"log_lik[1168]",-1.22,0,0.33,-1.93,-1.44,-1.2,-0.99,-0.63,18533.94,1
"log_lik[1169]",0.17,0,0.08,0.01,0.12,0.18,0.23,0.31,23416.95,1
"log_lik[1170]",-0.95,0,0.22,-1.41,-1.09,-0.94,-0.8,-0.57,28016.36,1
"log_lik[1171]",0.1,0,0.06,-0.02,0.06,0.11,0.15,0.22,19967.73,1
"log_lik[1172]",-0.99,0,0.32,-1.7,-1.18,-0.96,-0.76,-0.45,22809.82,1
"log_lik[1173]",0.7,0,0.16,0.33,0.6,0.72,0.82,0.96,19515.43,1
"log_lik[1174]",1.06,0,0.09,0.86,1,1.06,1.12,1.22,13900.34,1
"log_lik[1175]",0.38,0,0.14,0.06,0.29,0.39,0.48,0.62,21654.41,1
"log_lik[1176]",0.06,0,0.14,-0.24,-0.03,0.07,0.15,0.3,16669.75,1
"log_lik[1177]",0.21,0,0.06,0.08,0.17,0.21,0.25,0.33,21288.66,1
"log_lik[1178]",-0.23,0,0.11,-0.47,-0.3,-0.22,-0.14,-0.02,27841.12,1
"log_lik[1179]",0.1,0,0.06,-0.03,0.06,0.1,0.14,0.21,19893.51,1
"log_lik[1180]",-0.19,0,0.17,-0.56,-0.3,-0.18,-0.07,0.12,22579.81,1
"log_lik[1181]",0.19,0,0.26,-0.37,0.03,0.21,0.38,0.65,20629.65,1
"log_lik[1182]",1.06,0,0.09,0.86,1,1.06,1.12,1.22,13900.34,1
"log_lik[1183]",0.77,0,0.06,0.64,0.73,0.77,0.81,0.88,19769.06,1
"log_lik[1184]",0.35,0,0.09,0.15,0.29,0.36,0.42,0.52,17496.7,1
"log_lik[1185]",-1.26,0,0.24,-1.77,-1.42,-1.25,-1.1,-0.83,23851.47,1
